yules_i_measure_abs,avg_word_len_abs,avg_sen_len_abs,freq_words_gt_sen_len_abs,similarity_score,word_cnt,char_len,avg_wrd_length,stopwords_cnt,num_len,polysemy
0.17582108238647864,0.5426629223203414,0.24205378973105135,0.7181208053691275,0.716672923435359,0.658753709198813,0.8312586445366529,0.5426629223203414,0.5522388059701493,0.0,0.7181208053691275
0.21270080102647002,0.4035652571813908,0.6282854523227384,0.6577181208053692,0.828930414314762,0.6350148367952523,0.673582295988935,0.4035652571813908,0.5671641791044776,0.0,0.6577181208053692
0.5218708181381713,0.789751277929303,0.2710880195599022,0.28859060402684567,0.7079553976003028,0.19881305637982194,0.26325495620101425,0.789751277929303,0.09701492537313433,0.0,0.28859060402684567
0.19342222505638387,0.2661466616978658,0.4936201100244499,0.5234899328859061,0.7767380931119143,0.5637982195845698,0.5652374366067312,0.2661466616978658,0.5447761194029851,0.25,0.5234899328859061
0.4540998417067186,0.5120477575275904,0.39530213063220393,0.4563758389261745,0.865484002410817,0.37091988130563797,0.4121715076071922,0.5120477575275904,0.26119402985074625,0.0,0.4563758389261745
0.37672144175032374,0.42753810139469417,0.4260827803003842,0.4228187919463088,0.5755317986160031,0.4005934718100891,0.43384047948363297,0.42753810139469417,0.32089552238805974,0.25,0.4228187919463088
0.273190591788399,0.3512074851435072,0.3539119804400978,0.27516778523489926,0.8495463358063462,0.228486646884273,0.24343015214384506,0.3512074851435072,0.20149253731343283,0.0,0.27516778523489926
0.2889149692666457,0.5112232527351566,0.3108190709046455,0.22818791946308722,0.5776057176955753,0.18991097922848665,0.22176118026740432,0.5112232527351566,0.17164179104477614,0.0,0.22818791946308722
0.23120181569940948,0.4283721572518737,0.7822432762836187,0.5906040268456376,0.685482012057238,0.5281899109792285,0.5716920239741817,0.4283721572518737,0.5223880597014926,0.0,0.5906040268456376
0.05499896278479857,0.18883514465683549,0.16091075794621024,0.3087248322147651,0.8167462654102253,0.41543026706231456,0.3983402489626556,0.18883514465683549,0.417910447761194,0.0,0.3087248322147651
0.43450502078800324,0.5066601340245289,0.2970660146699266,0.18120805369127516,0.7069971798613828,0.12462908011869436,0.15076071922544948,0.5066601340245289,0.052238805970149266,0.0,0.18120805369127516
0.09782195133932084,0.41599037263154104,0.5244498777506112,0.32885906040268453,0.6636543772207022,0.3026706231454006,0.32918395573997233,0.41599037263154104,0.28358208955223885,0.0,0.32885906040268453
0.3792812081419711,0.4758536244518239,0.25886308068459646,0.31543624161073824,0.720094271667828,0.2255192878338279,0.25587828492392806,0.4758536244518239,0.16417910447761194,0.0,0.31543624161073824
0.29158693108234945,0.513617567616877,0.34028990569332856,0.38926174496644295,0.6859033452343286,0.3264094955489614,0.3734439834024896,0.513617567616877,0.1865671641791045,0.0,0.38926174496644295
0.2382702618240399,0.3780584911798677,0.4345965770171149,0.44966442953020136,0.9019177181743034,0.41543026706231456,0.4398340248962655,0.3780584911798677,0.35820895522388063,0.0,0.44966442953020136
0.18119294259737576,0.529975215525583,0.5714722319245547,0.4832214765100671,0.7981864085156698,0.41246290801186947,0.5361917934532042,0.529975215525583,0.35074626865671643,0.25,0.4832214765100671
0.48129265441024194,0.6482682114896363,0.2317389975550122,0.31543624161073824,0.7250662694800696,0.29376854599406527,0.35454126325495616,0.6482682114896363,0.19402985074626863,0.0,0.31543624161073824
0.03332264578101457,0.3945669280887776,0.5843520782396088,0.4899328859060402,0.5942084841566062,0.42433234421364985,0.45228215767634855,0.3945669280887776,0.417910447761194,0.0,0.4899328859060402
0.4213689172436266,0.5304775786839451,0.22830073349633245,0.3422818791946308,0.6479165068957713,0.3590504451038576,0.40894421392346697,0.5304775786839451,0.31343283582089554,0.0,0.3422818791946308
0.3867871555686343,0.5764186711683235,0.4743276283618581,0.3221476510067114,0.7404519146174187,0.2878338278931751,0.3858921161825726,0.5764186711683235,0.30597014925373134,0.0,0.3221476510067114
0.23454682042527955,0.42363777169852534,0.6815785452322738,0.7315436241610739,0.8096702377624638,0.6706231454005935,0.7164591977869986,0.42363777169852534,0.5298507462686567,0.0,0.7315436241610739
0.2677804600858643,0.5278164116828927,0.31947840260798693,0.3959731543624161,0.8892517699988274,0.43620178041543023,0.49147072383586904,0.5278164116828927,0.35820895522388063,0.0,0.3959731543624161
0.7588415180582138,0.5926501657972341,0.4731051344743276,0.2483221476510067,0.8110733228974742,0.2551928783382789,0.30336560627017056,0.5926501657972341,0.17164179104477614,0.25,0.2483221476510067
0.32881678348951004,0.4270722323573506,0.311583129584352,0.23489932885906037,0.863762960737368,0.26409495548961426,0.28769017980636236,0.4270722323573506,0.23134328358208953,0.0,0.23489932885906037
0.18587263350547698,0.4265777823974708,0.29133557457212717,0.4563758389261745,0.8161861727386672,0.37091988130563797,0.40248962655601656,0.4265777823974708,0.31343283582089554,0.0,0.4563758389261745
0.11527420547920936,0.8099001137944115,0.60880195599022,0.44966442953020136,0.6508849165277122,0.36795252225519287,0.46703550023052093,0.8099001137944115,0.29850746268656714,0.0,0.44966442953020136
0.37556147309526,0.4760672433099167,0.5363691931540342,0.3422818791946308,0.906966840828946,0.2997032640949555,0.33517750115260486,0.4760672433099167,0.1865671641791045,0.0,0.3422818791946308
0.14177286862769992,0.7151014925929995,0.44032701711491445,0.5570469798657718,0.8455572041586972,0.43026706231454004,0.5223605348086676,0.7151014925929995,0.32089552238805974,0.0,0.5570469798657718
0.2499081972959735,0.5626893968340423,0.6447127139364304,0.3825503355704698,0.6222741001680496,0.42729970326409494,0.4887044721069617,0.5626893968340423,0.35074626865671643,0.0,0.3825503355704698
